"","airline_name","type_traveller","cabin_flown","overall_rating","seat_comfort_rating","cabin_staff_rating","food_beverages_rating","inflight_entertainment_rating","ground_service_rating","wifi_connectivity_rating","value_money_rating","recommended"
"1","adria-airways",NA,"Economy",7,4,4,4,0,NA,NA,4,1
"2","adria-airways",NA,"Business Class",10,4,5,4,1,NA,NA,5,1
"3","adria-airways",NA,"Economy",9,5,5,4,0,NA,NA,5,1
"4","adria-airways",NA,"Business Class",8,4,4,3,1,NA,NA,4,1
"5","adria-airways",NA,"Economy",4,4,2,1,2,NA,NA,2,0
"6","adria-airways",NA,"Economy",9,4,4,3,3,NA,NA,4,1
"7","adria-airways",NA,"Economy",5,4,4,1,0,NA,NA,3,1
"8","adria-airways",NA,"Economy",9,5,5,4,3,NA,NA,4,1
"9","adria-airways",NA,"Business Class",8,4,3,4,1,NA,NA,4,1
"10","adria-airways",NA,"Economy",10,5,5,4,4,NA,NA,4,1
"11","adria-airways",NA,"Economy",9,4,4,4,4,NA,NA,4,1
"12","adria-airways",NA,"Economy",7,4,5,3,3,NA,NA,5,1
"13","adria-airways",NA,"Economy",8,4,4,4,0,NA,NA,4,1
"14","adria-airways",NA,"Business Class",7,3,3,4,1,NA,NA,4,1
"15","adria-airways",NA,"Business Class",7,2,5,4,0,NA,NA,4,1
"16","adria-airways",NA,"Economy",5,4,4,1,0,NA,NA,4,1
"17","adria-airways",NA,"Economy",9,4,5,4,0,NA,NA,2,1
"18","adria-airways",NA,"Economy",5,NA,NA,NA,NA,NA,NA,4,1
"19","adria-airways",NA,"Economy",5,NA,NA,NA,NA,NA,NA,4,1
"20","adria-airways",NA,"Economy",8,NA,NA,NA,NA,NA,NA,1,1
"21","adria-airways",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"22","adria-airways",NA,"Economy",5,NA,NA,NA,NA,NA,NA,1,0
"23","adria-airways",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"24","adria-airways",NA,"Business Class",9,NA,NA,NA,NA,NA,NA,4,1
"25","adria-airways",NA,"Business Class",10,NA,NA,NA,NA,NA,NA,4,1
"26","adria-airways",NA,"Economy",7,NA,NA,NA,NA,NA,NA,1,1
"27","adria-airways",NA,"Economy",5,NA,NA,NA,NA,NA,NA,1,0
"28","adria-airways",NA,"Economy",5,NA,NA,NA,NA,NA,NA,1,0
"29","adria-airways",NA,"Economy",6,NA,NA,NA,NA,NA,NA,1,1
"30","adria-airways",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"31","adria-airways",NA,"Economy",5,NA,NA,NA,NA,NA,NA,4,1
"32","adria-airways",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0
"33","adria-airways",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"34","adria-airways",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"35","adria-airways",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"36","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"37","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"38","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"39","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"41","aegean-airlines","FamilyLeisure","Business Class",10,5,5,5,NA,3,NA,5,1
"42","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"43","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"44","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"45","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"46","aegean-airlines","Couple Leisure","Business Class",8,4,5,4,2,4,NA,4,1
"47","aegean-airlines","FamilyLeisure","Economy",9,4,5,4,NA,4,NA,4,1
"48","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"49","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"50","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"51","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"52","aegean-airlines","Solo Leisure","Economy",8,4,4,NA,NA,4,NA,4,1
"53","aegean-airlines","Solo Leisure","Economy",8,4,5,4,NA,2,NA,3,1
"54","aegean-airlines","FamilyLeisure","Economy",10,4,5,4,NA,5,NA,5,1
"55","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"56","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"57","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"58","adria-airways",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"59","aegean-airlines","Solo Leisure","Economy",10,4,5,5,NA,5,NA,5,1
"60","aegean-airlines","Solo Leisure","Business Class",10,5,5,5,NA,4,NA,5,1
"61","aegean-airlines","FamilyLeisure","Economy",9,4,5,3,2,5,2,5,1
"62","aegean-airlines","Business","Economy",8,4,5,4,NA,4,NA,5,1
"63","aegean-airlines","Couple Leisure","Economy",8,4,5,5,NA,5,NA,5,1
"64","aegean-airlines","Couple Leisure","Economy",10,5,5,4,NA,4,NA,5,1
"65","aegean-airlines","Couple Leisure","Economy",9,4,4,4,NA,4,NA,5,1
"66","aegean-airlines","Solo Leisure","Economy",9,4,4,4,NA,NA,NA,4,1
"67","aegean-airlines",NA,"Economy",10,5,5,4,3,NA,NA,4,1
"68","aegean-airlines",NA,"Economy",8,4,5,4,0,NA,NA,4,1
"69","aegean-airlines",NA,"Economy",10,4,5,5,3,NA,NA,4,1
"70","aegean-airlines",NA,"Economy",9,4,4,3,0,NA,NA,4,1
"71","aegean-airlines",NA,"Business Class",10,4,5,5,0,NA,NA,5,1
"72","aegean-airlines",NA,"Economy",7,4,4,3,2,NA,NA,5,1
"73","aegean-airlines",NA,"Economy",8,4,5,5,1,NA,NA,4,1
"74","aegean-airlines",NA,"Economy",10,5,5,5,3,NA,NA,5,1
"75","aegean-airlines",NA,"Economy",9,4,5,4,1,NA,NA,4,1
"76","aegean-airlines",NA,"Economy",8,3,4,4,3,NA,NA,4,1
"77","aegean-airlines",NA,"Economy",2,1,2,1,1,NA,NA,2,0
"78","aegean-airlines",NA,"Economy",7,3,4,4,3,NA,NA,4,1
"79","aegean-airlines",NA,"Economy",9,4,5,3,0,NA,NA,4,1
"80","aer-lingus","FamilyLeisure","Economy",3,2,1,1,1,3,NA,2,0
"81","aegean-airlines",NA,"Economy",7,5,4,2,0,NA,NA,4,1
"82","aegean-airlines",NA,"Economy",9,4,5,4,0,NA,NA,5,1
"83","aegean-airlines",NA,"Business Class",3,2,4,4,1,NA,NA,1,0
"84","aer-lingus","FamilyLeisure","Economy",5,3,4,1,1,4,NA,1,0
"85","aer-lingus","Solo Leisure","Economy",9,5,5,4,NA,4,NA,5,1
"86","aer-lingus","Solo Leisure","Economy",10,5,5,NA,NA,5,NA,5,1
"87","aegean-airlines",NA,"Business Class",3,2,4,3,0,NA,NA,2,0
"88","aegean-airlines",NA,"Economy",8,4,4,4,2,NA,NA,4,1
"89","aegean-airlines",NA,"Economy",10,2,5,4,4,NA,NA,4,1
"90","aegean-airlines",NA,"Economy",8,3,4,5,4,NA,NA,5,1
"91","aer-lingus","Solo Leisure","Economy",8,5,5,3,3,5,NA,5,1
"92","aer-lingus","Solo Leisure","Economy",9,4,5,NA,NA,4,NA,4,1
"93","aer-lingus","Business","Economy",2,2,2,1,NA,2,NA,1,0
"94","aegean-airlines",NA,"Business Class",9,3,4,5,0,NA,NA,5,1
"95","aegean-airlines",NA,"Economy",NA,4,3,2,3,NA,NA,3,0
"96","aegean-airlines",NA,"Economy",7,4,4,4,0,NA,NA,4,1
"97","aer-lingus","Business","Economy",1,2,2,NA,NA,1,NA,3,0
"98","aer-lingus","FamilyLeisure","Economy",1,1,1,1,1,1,1,1,0
"99","aegean-airlines",NA,"Economy",7,4,4,4,2,NA,NA,4,1
"100","aegean-airlines",NA,"Economy",7,2,5,5,1,NA,NA,4,1
"101","aegean-airlines",NA,"Economy",10,5,5,5,1,NA,NA,5,1
"102","aer-lingus","Solo Leisure","Economy",8,4,5,3,2,4,NA,4,1
"103","aer-lingus","Solo Leisure","Economy",7,1,4,NA,NA,4,NA,4,1
"104","aer-lingus","Solo Leisure","Business Class",10,5,5,5,4,4,NA,4,1
"105","aegean-airlines",NA,"Business Class",9,4,5,5,2,NA,NA,5,1
"106","aegean-airlines",NA,"Business Class",9,3,5,5,0,NA,NA,5,1
"107","aegean-airlines",NA,"Economy",10,5,5,4,0,NA,NA,5,1
"108","aer-lingus","Couple Leisure","Economy",7,3,4,3,4,5,NA,4,1
"109","aer-lingus","Solo Leisure","Economy",10,3,5,3,NA,4,NA,4,1
"110","aer-lingus","Solo Leisure","Economy",9,3,4,4,4,NA,NA,5,1
"111","aegean-airlines",NA,"Economy",2,1,4,1,0,NA,NA,1,0
"112","aegean-airlines",NA,"Economy",1,3,3,3,1,NA,NA,2,0
"113","aegean-airlines",NA,"Economy",2,2,2,1,1,NA,NA,1,0
"114","aegean-airlines",NA,"Economy",10,3,5,4,4,NA,NA,5,1
"115","aer-lingus",NA,"Economy",NA,1,3,2,1,NA,NA,1,0
"116","aer-lingus",NA,"Economy",2,3,1,1,1,NA,NA,2,0
"117","aer-lingus",NA,"Economy",7,3,3,0,0,NA,NA,4,1
"118","aegean-airlines",NA,"Economy",9,4,5,5,0,NA,NA,4,1
"119","aegean-airlines",NA,"Economy",9,4,5,4,0,NA,NA,5,1
"120","aegean-airlines",NA,"Business Class",3,3,4,2,0,NA,NA,2,0
"121","aerocaribbean",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"122","aerocaribbean",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
"123","aerocaribbean",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
"124","aer-lingus",NA,"Economy",1,3,1,0,0,NA,NA,2,0
"125","aer-lingus",NA,"Business Class",7,3,4,4,0,NA,NA,3,0
"126","aer-lingus",NA,"Economy",10,5,5,5,5,NA,NA,5,1
"127","aegean-airlines",NA,"Economy",8,4,4,4,0,NA,NA,5,1
"128","aegean-airlines",NA,"Economy",9,3,4,4,0,NA,NA,5,1
"129","aegean-airlines",NA,"Economy",10,4,5,4,0,NA,NA,4,1
"130","aer-lingus",NA,"Business Class",10,5,5,5,5,NA,NA,5,1
"131","aer-lingus",NA,"Economy",5,4,3,4,0,NA,NA,4,1
"132","aer-lingus",NA,"Economy",2,2,3,2,0,NA,NA,4,0
"133","aegean-airlines",NA,"Economy",10,5,5,5,3,NA,NA,5,1
"134","aegean-airlines",NA,"Economy",8,3,3,1,1,NA,NA,5,1
"135","aegean-airlines",NA,"Economy",5,3,2,1,1,NA,NA,2,1
"136","aer-lingus",NA,"Economy",NA,3,1,0,0,NA,NA,2,0
"137","aer-lingus",NA,"Economy",6,4,3,4,0,NA,NA,3,1
"138","aer-lingus",NA,"Business Class",2,3,1,3,0,NA,NA,2,0
"139","aegean-airlines",NA,"Economy",1,3,1,2,1,NA,NA,2,0
"140","aegean-airlines",NA,"Business Class",9,3,5,4,1,NA,NA,5,1
"141","aegean-airlines",NA,"Economy",10,5,5,4,3,NA,NA,4,1
"142","aer-lingus",NA,"Economy",2,2,2,2,1,NA,NA,2,0
"143","aer-lingus",NA,"Economy",10,5,5,5,5,NA,NA,4,1
"144","aer-lingus",NA,"Economy",2,5,2,5,5,NA,NA,2,0
"145","aegean-airlines",NA,"Economy",10,5,5,5,0,NA,NA,4,1
"146","aegean-airlines",NA,"Business Class",10,4,5,5,4,NA,NA,5,1
"147","aegean-airlines",NA,"Economy",10,3,5,5,0,NA,NA,4,1
"148","aer-lingus",NA,"Economy",NA,1,1,1,2,NA,NA,2,0
"149","aer-lingus",NA,"Economy",10,4,5,3,0,NA,NA,3,1
"150","aer-lingus",NA,"Economy",4,3,4,3,3,NA,NA,3,0
"151","aegean-airlines",NA,"Economy",5,1,5,5,1,NA,NA,3,0
"152","aegean-airlines",NA,"Economy",NA,0,1,0,0,NA,NA,1,0
"153","aegean-airlines",NA,"Economy",9,4,5,4,0,NA,NA,4,1
"154","aer-lingus",NA,"Economy",9,4,4,4,4,NA,NA,5,1
"155","aer-lingus",NA,"Economy",7,4,5,4,1,NA,NA,4,1
"156","aer-lingus",NA,"Economy",8,3,5,5,4,NA,NA,4,1
"157","aegean-airlines",NA,"Economy",NA,1,1,0,1,NA,NA,1,0
"158","aegean-airlines",NA,"Economy",8,4,4,5,3,NA,NA,4,1
"159","aegean-airlines",NA,"Economy",9,4,5,5,4,NA,NA,4,1
"160","aegean-airlines",NA,"Economy",1,2,1,1,1,NA,NA,2,0
"161","aer-lingus",NA,"Economy",NA,3,1,1,1,NA,NA,1,0
"162","aer-lingus",NA,"Business Class",10,5,5,5,5,NA,NA,5,1
"163","aer-lingus",NA,"Economy",10,5,5,5,4,NA,NA,4,1
"164","aegean-airlines",NA,"Economy",4,1,3,3,2,NA,NA,3,0
"165","aegean-airlines",NA,"Economy",1,2,2,3,1,NA,NA,1,0
"166","aegean-airlines",NA,"Economy",9,4,5,4,4,NA,NA,4,1
"167","aegean-airlines",NA,"Economy",10,5,5,5,5,NA,NA,5,1
"168","aer-lingus",NA,"Economy",8,3,4,4,4,NA,NA,4,1
"169","aer-lingus",NA,"Economy",6,4,4,2,1,NA,NA,3,1
"170","aer-lingus",NA,"Economy",8,4,4,4,1,NA,NA,5,1
"171","aeroflot-russian-airlines","Solo Leisure","Premium Economy",8,4,4,3,3,4,NA,5,1
"172","aegean-airlines",NA,"Economy",1,3,1,3,1,NA,NA,1,0
"173","aegean-airlines",NA,"Economy",9,5,5,5,0,NA,NA,5,1
"174","aegean-airlines",NA,"Economy",1,1,4,2,1,NA,NA,2,0
"175","aer-lingus",NA,"Economy",9,1,5,4,0,NA,NA,3,1
"176","aer-lingus",NA,"Economy",10,4,5,5,0,NA,NA,5,1
"177","aer-lingus",NA,"Economy",6,3,3,3,4,NA,NA,3,1
"178","aer-lingus",NA,"Economy",2,4,1,4,4,NA,NA,2,0
"179","aeroflot-russian-airlines","FamilyLeisure","Economy",7,4,4,2,3,4,NA,3,0
"180","aeroflot-russian-airlines","Solo Leisure","Economy",10,5,5,5,5,5,5,5,1
"181","aeroflot-russian-airlines","Couple Leisure","Economy",8,3,3,4,4,1,NA,5,1
"182","aegean-airlines",NA,"Economy",10,4,5,4,0,NA,NA,5,1
"183","aegean-airlines",NA,"Economy",10,4,5,5,4,NA,NA,5,1
"184","aegean-airlines",NA,"Economy",10,4,5,4,0,NA,NA,3,1
"185","aegean-airlines",NA,"Economy",NA,3,2,3,1,NA,NA,2,0
"186","aer-lingus",NA,"Economy",2,3,2,2,3,NA,NA,2,0
"187","aer-lingus",NA,"Economy",5,4,5,3,0,NA,NA,2,1
"188","aer-lingus",NA,"Economy",8,3,4,0,0,NA,NA,4,1
"189","aeroflot-russian-airlines","Business","Economy",3,3,1,3,3,1,NA,3,0
"190","aeroflot-russian-airlines","Solo Leisure","Business Class",8,3,5,4,4,5,NA,4,1
"191","aeroflot-russian-airlines","FamilyLeisure","Economy",9,5,4,5,3,4,4,5,1
"192","aegean-airlines",NA,"Economy",2,2,4,3,1,NA,NA,1,0
"193","aegean-airlines",NA,"Economy",10,5,5,5,4,NA,NA,4,1
"194","aer-lingus",NA,"Economy",6,3,4,0,0,NA,NA,2,0
"195","aer-lingus",NA,"Economy",9,4,4,4,4,NA,NA,5,1
"196","aer-lingus",NA,"Economy",10,4,5,4,4,NA,NA,5,1
"197","aeroflot-russian-airlines","Solo Leisure","Premium Economy",10,5,5,5,5,5,3,5,1
"198","aeroflot-russian-airlines","Couple Leisure","Economy",8,5,4,3,NA,4,NA,5,1
"199","aeroflot-russian-airlines","FamilyLeisure","Economy",9,4,3,4,3,4,4,5,1
"200","aegean-airlines",NA,"Economy",10,4,5,4,4,NA,NA,3,1
"201","aegean-airlines",NA,"Economy",NA,4,1,4,0,NA,NA,1,0
"202","aegean-airlines",NA,"Economy",10,4,5,4,0,NA,NA,5,1
"203","aer-lingus",NA,"Economy",2,2,3,2,3,NA,NA,3,0
"204","aer-lingus",NA,"Economy",7,2,4,2,0,NA,NA,4,1
"205","aer-lingus",NA,"Business Class",10,4,5,5,4,NA,NA,5,1
"206","aeroflot-russian-airlines","Couple Leisure","Economy",8,3,4,4,5,1,NA,5,1
"207","aeroflot-russian-airlines","FamilyLeisure","Economy",7,1,5,4,2,3,1,4,1
"208","aeroflot-russian-airlines",NA,"Economy",7,4,3,4,4,NA,NA,4,1
"209","aegean-airlines",NA,"Business Class",NA,0,1,0,0,NA,NA,1,0
"210","aegean-airlines",NA,"Economy",10,3,5,5,0,NA,NA,5,1
"211","aegean-airlines",NA,"Economy",3,2,3,2,1,NA,NA,2,0
"212","aegean-airlines",NA,"Economy",5,3,2,2,3,NA,NA,3,1
"213","aer-lingus",NA,"Economy",NA,1,5,1,4,NA,NA,1,0
"214","aer-lingus",NA,"Economy",10,4,5,4,0,NA,NA,4,1
"215","aer-lingus",NA,"Business Class",7,4,4,4,4,NA,NA,4,1
"216","aeroflot-russian-airlines",NA,"Economy",8,3,4,3,4,NA,NA,4,1
"217","aeroflot-russian-airlines",NA,"Economy",8,4,5,3,3,NA,NA,5,1
"218","aeroflot-russian-airlines",NA,"Economy",1,2,1,2,2,NA,NA,1,0
"219","aegean-airlines",NA,"Economy",6,2,5,2,0,NA,NA,3,0
"220","aegean-airlines",NA,"Business Class",9,5,5,5,3,NA,NA,4,1
"221","aegean-airlines",NA,"Economy",9,4,5,4,3,NA,NA,4,1
"222","aerolineas-argentinas","Solo Leisure","Economy",5,1,5,2,5,5,NA,3,1
"223","aer-lingus",NA,"Economy",9,4,4,4,4,NA,NA,4,1
"224","aer-lingus",NA,"Economy",7,3,3,1,0,NA,NA,4,1
"225","aer-lingus",NA,"Economy",9,5,4,3,1,NA,NA,5,1
"226","aer-lingus",NA,"Business Class",10,4,5,5,4,NA,NA,5,1
"227","aeroflot-russian-airlines",NA,"Economy",6,3,4,2,2,NA,NA,3,0
"228","aeroflot-russian-airlines",NA,"Economy",1,2,1,3,1,NA,NA,1,0
"229","aeroflot-russian-airlines",NA,"Economy",7,4,4,3,5,NA,NA,5,1
"230","aegean-airlines",NA,"Economy",8,3,5,3,2,NA,NA,3,1
"231","aegean-airlines",NA,"Economy",NA,3,3,2,0,NA,NA,2,0
"232","aegean-airlines",NA,"Economy",6,4,2,2,0,NA,NA,3,1
"233","aegean-airlines",NA,"Economy",1,4,2,4,3,NA,NA,1,0
"234","aerolineas-argentinas","Business","Business Class",2,3,3,1,1,2,NA,2,0
"235","aerolineas-argentinas",NA,"Economy",7,4,4,4,4,NA,NA,4,1
"236","aerolineas-argentinas",NA,"Economy",9,4,5,3,0,NA,NA,4,1
"237","aer-lingus",NA,"Economy",9,4,4,4,4,NA,NA,4,1
"238","aer-lingus",NA,"Economy",9,4,4,4,0,NA,NA,4,1
"239","aer-lingus",NA,"Economy",4,2,1,3,4,NA,NA,3,0
"240","aer-lingus",NA,"Economy",6,4,3,3,1,NA,NA,4,1
"241","aeroflot-russian-airlines",NA,"Economy",10,4,5,4,5,NA,NA,5,1
"242","aeroflot-russian-airlines",NA,"Economy",9,4,5,4,5,NA,NA,5,1
"243","aeroflot-russian-airlines",NA,"Economy",4,3,3,2,4,NA,NA,4,0
"244","aegean-airlines",NA,"Economy",10,4,5,4,4,NA,NA,4,1
"245","aegean-airlines",NA,"Business Class",10,5,5,5,5,NA,NA,5,1
"246","aegean-airlines",NA,"Economy",10,5,5,4,4,NA,NA,5,1
"247","aerolineas-argentinas",NA,"Economy",3,1,2,3,1,NA,NA,2,0
"248","aerolineas-argentinas",NA,"Business Class",5,5,5,4,3,NA,NA,5,1
"249","aerolineas-argentinas",NA,"Business Class",10,5,5,5,4,NA,NA,5,1
"250","aer-lingus",NA,"Economy",8,4,5,4,0,NA,NA,4,1
"251","aer-lingus",NA,"Economy",NA,3,5,3,4,NA,NA,3,1
"252","aeroflot-russian-airlines",NA,"Economy",2,2,1,2,2,NA,NA,2,0
"253","aeroflot-russian-airlines",NA,"Economy",6,4,3,3,4,NA,NA,5,1
"254","aegean-airlines",NA,"Economy",9,5,5,5,1,NA,NA,4,1
"255","aegean-airlines",NA,"Economy",10,5,5,5,0,NA,NA,5,1
"256","aegean-airlines",NA,"Economy",9,5,4,3,4,NA,NA,5,1
"257","aerolineas-argentinas",NA,"Economy",1,1,1,2,3,NA,NA,2,0
"258","aerolineas-argentinas",NA,"Economy",1,3,1,2,3,NA,NA,1,0
"259","aerolineas-argentinas",NA,"Business Class",8,4,5,5,4,NA,NA,5,1
"260","aerolineas-argentinas",NA,"Economy",10,3,5,4,1,NA,NA,4,1
"261","aer-lingus",NA,"Economy",5,1,1,1,4,NA,NA,2,0
"262","aer-lingus",NA,"Economy",4,2,3,3,0,NA,NA,3,0
"263","aer-lingus",NA,"Economy",5,3,2,1,2,NA,NA,3,0
"264","aeroflot-russian-airlines",NA,"Economy",3,2,1,1,4,NA,NA,3,0
"265","aeroflot-russian-airlines",NA,"Economy",9,4,5,5,3,NA,NA,5,1
"266","aeroflot-russian-airlines",NA,"Economy",7,3,3,1,4,NA,NA,5,1
"267","aeroflot-russian-airlines",NA,"Economy",8,4,4,5,4,NA,NA,5,1
"268","aegean-airlines",NA,"Economy",9,4,4,4,3,NA,NA,5,1
"269","aegean-airlines",NA,"Economy",3,4,2,4,4,NA,NA,1,0
"270","aegean-airlines",NA,"Economy",NA,5,2,2,0,NA,NA,0,0
"271","aerolineas-argentinas",NA,"Economy",NA,1,1,2,4,NA,NA,1,0
"272","aerolineas-argentinas",NA,"Premium Economy",8,5,5,3,0,NA,NA,3,1
"273","aerolineas-argentinas",NA,"Economy",8,4,4,4,1,NA,NA,5,1
"274","aerolineas-argentinas",NA,"Business Class",7,3,4,3,3,NA,NA,4,1
"275","aer-lingus",NA,"Economy",NA,3,1,1,3,NA,NA,1,0
"276","aer-lingus",NA,"Economy",10,5,5,5,5,NA,NA,5,1
"277","aer-lingus",NA,"Economy",2,1,5,3,1,NA,NA,2,0
"278","aeroflot-russian-airlines",NA,"Economy",8,4,5,3,4,NA,NA,5,1
"279","aeroflot-russian-airlines",NA,"Economy",7,5,5,5,5,NA,NA,5,1
"280","aeroflot-russian-airlines",NA,"Economy",1,1,1,3,3,NA,NA,2,0
"281","aeroflot-russian-airlines",NA,"Economy",6,4,3,2,4,NA,NA,4,1
"282","aegean-airlines",NA,"Economy",9,5,5,4,0,NA,NA,5,1
"283","aegean-airlines",NA,"Economy",8,4,4,4,3,NA,NA,4,1
"284","aegean-airlines",NA,"Economy",9,4,5,4,3,NA,NA,5,1
"285","aerolineas-argentinas",NA,"Business Class",7,3,5,3,4,NA,NA,4,1
"286","aerolineas-argentinas",NA,"Economy",2,2,1,2,1,NA,NA,2,0
"287","aerolineas-argentinas",NA,"Economy",10,4,5,5,4,NA,NA,5,1
"288","aerolineas-argentinas",NA,"Economy",7,4,4,3,0,NA,NA,3,1
"289","aeromexico","Couple Leisure","Economy",10,5,5,NA,5,5,5,5,1
"290","aer-lingus",NA,"Economy",4,3,2,0,0,NA,NA,3,0
"291","aer-lingus",NA,"Economy",7,4,4,3,5,NA,NA,4,1
"292","aer-lingus",NA,"Business Class",NA,1,1,3,3,NA,NA,1,0
"293","aeroflot-russian-airlines",NA,"Economy",8,4,5,3,4,NA,NA,5,1
"294","aeroflot-russian-airlines",NA,"Economy",9,5,4,4,5,NA,NA,5,1
"295","aeroflot-russian-airlines",NA,"Economy",8,4,4,4,0,NA,NA,4,1
"296","aegean-airlines",NA,"Economy",5,3,4,1,1,NA,NA,3,0
"297","aegean-airlines",NA,"Economy",10,5,5,5,0,NA,NA,5,1
"298","aegean-airlines",NA,"Business Class",NA,3,2,4,0,NA,NA,3,0
"299","aegean-airlines",NA,"Economy",3,3,2,3,2,NA,NA,3,0
"300","aerolineas-argentinas",NA,"Business Class",3,3,3,1,3,NA,NA,3,0
"301","aerolineas-argentinas",NA,"Premium Economy",10,5,5,5,5,NA,NA,5,1
"302","aerolineas-argentinas",NA,"Economy",2,2,1,2,1,NA,NA,2,0
"303","aeromexico","Solo Leisure","Economy",8,4,4,3,4,4,NA,4,1
"304","aeromexico","Solo Leisure","Economy",2,3,2,1,2,1,NA,2,0
"305","aeromexico","Business","First Class",1,4,3,4,1,4,NA,3,0
"306","aer-lingus",NA,"Economy",8,4,5,4,0,NA,NA,4,1
"307","aer-lingus",NA,"Business Class",10,4,5,4,5,NA,NA,5,1
"308","aer-lingus",NA,"Economy",5,2,4,4,4,NA,NA,4,0
"309","aer-lingus",NA,"Economy",3,3,1,1,4,NA,NA,3,0
"310","aeroflot-russian-airlines",NA,"Economy",9,4,4,5,5,NA,NA,5,1
"311","aeroflot-russian-airlines",NA,"Economy",10,3,5,5,5,NA,NA,5,1
"312","aeroflot-russian-airlines",NA,"Business Class",5,4,3,3,0,NA,NA,2,0
"313","aegean-airlines",NA,"Economy",6,3,4,2,0,NA,NA,2,0
"314","aegean-airlines",NA,"Economy",10,5,5,5,5,NA,NA,5,1
"315","aegean-airlines",NA,"Economy",10,5,5,5,3,NA,NA,5,1
"316","aegean-airlines",NA,"Economy",10,5,5,4,5,NA,NA,4,1
"317","aerolineas-argentinas",NA,"Economy",8,3,4,0,0,NA,NA,4,1
"318","aerolineas-argentinas",NA,"Economy",NA,4,2,3,1,NA,NA,2,0
"319","aerolineas-argentinas",NA,"Economy",8,5,5,5,5,NA,NA,5,1
"320","aeromexico","FamilyLeisure","Economy",10,5,5,5,5,5,NA,5,1
"321","aeromexico","Solo Leisure","Economy",1,1,1,1,1,3,NA,4,0
"322","aeromexico","Couple Leisure","Economy",10,5,5,5,5,5,NA,5,1
"323","aer-lingus",NA,"Economy",2,2,2,1,3,NA,NA,2,0
"324","aer-lingus",NA,"Economy",8,4,4,4,0,NA,NA,4,1
"325","aer-lingus",NA,"Economy",2,3,1,0,1,NA,NA,3,0
"326","aeroflot-russian-airlines",NA,"Economy",8,4,4,0,0,NA,NA,4,1
"327","aeroflot-russian-airlines",NA,"Economy",5,4,3,3,4,NA,NA,5,1
"328","aeroflot-russian-airlines",NA,"Economy",9,4,5,4,5,NA,NA,5,1
"329","aeroflot-russian-airlines",NA,"Economy",8,4,5,3,4,NA,NA,4,1
"330","aegean-airlines",NA,"Business Class",9,2,5,4,4,NA,NA,3,1
"331","aegean-airlines",NA,"Economy",5,1,3,0,0,NA,NA,3,0
"332","aegean-airlines",NA,"Economy",3,3,1,2,1,NA,NA,2,0
"333","aerolineas-argentinas",NA,"Economy",3,2,1,2,0,NA,NA,2,0
"334","aerolineas-argentinas",NA,"Economy",8,4,3,3,4,NA,NA,4,1
"335","aerolineas-argentinas",NA,"Economy",1,3,2,2,1,NA,NA,1,0
"336","aerolineas-argentinas",NA,"Economy",3,3,3,2,2,NA,NA,2,0
"337","aeromexico","Solo Leisure","Economy",2,1,1,1,1,4,NA,3,0
"338","aeromexico","Solo Leisure","Economy",1,3,5,5,NA,3,5,5,1
"339","aeromexico",NA,"Economy",NA,0,1,0,0,NA,NA,1,0
"340","aer-lingus",NA,"Economy",9,4,4,4,3,NA,NA,4,1
"341","aer-lingus",NA,"Economy",3,2,4,2,2,NA,NA,2,0
"342","aeroflot-russian-airlines",NA,"Economy",9,4,4,3,1,NA,NA,5,1
"343","aeroflot-russian-airlines",NA,"Economy",2,4,1,1,3,NA,NA,2,0
"344","aeroflot-russian-airlines",NA,"Economy",10,5,5,5,5,NA,NA,5,1
