"","airline_name","type_traveller","cabin_flown","overall_rating","seat_comfort_rating","cabin_staff_rating","food_beverages_rating","inflight_entertainment_rating","ground_service_rating","wifi_connectivity_rating","value_money_rating","recommended"
"20056","iberia",NA,"Economy",7,4,3,2,5,NA,NA,3,1
"20057","indigo-airlines",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20058","indigo-airlines",NA,"Economy",3,NA,NA,NA,NA,NA,NA,1,0
"20059","icelandair",NA,"Economy",1,NA,NA,NA,NA,NA,NA,1,0
"20060","icelandair",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20061","iberia",NA,"Economy",3,4,1,1,1,NA,NA,2,0
"20062","indigo-airlines",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20063","indigo-airlines",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20064","icelandair",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20065","iberia",NA,"Economy",7,3,4,2,0,NA,NA,3,1
"20066","indigo-airlines",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20067","icelandair",NA,"Business Class",9,NA,NA,NA,NA,NA,NA,4,1
"20068","icelandair",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20069","iberia",NA,"Economy",3,1,3,1,0,NA,NA,3,0
"20070","indigo-airlines",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20071","icelandair",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"20072","iberia",NA,"Business Class",9,5,5,5,3,NA,NA,4,1
"20073","iberia",NA,"Economy",NA,1,1,1,1,NA,NA,1,0
"20074","indigo-airlines",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20075","indigo-airlines",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20076","icelandair",NA,"Business Class",9,NA,NA,NA,NA,NA,NA,4,1
"20077","icelandair",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"20078","indigo-airlines",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"20079","icelandair",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20080","iberia",NA,"Economy",4,3,4,2,1,NA,NA,2,0
"20081","indigo-airlines",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20082","indigo-airlines",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20083","icelandair",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20084","icelandair",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20085","iberia",NA,"Business Class",5,3,4,3,0,NA,NA,2,0
"20086","iberia",NA,"Business Class",10,5,5,5,0,NA,NA,3,1
"20087","indigo-airlines",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20088","icelandair",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20089","iberia",NA,"Economy",1,1,1,0,0,NA,NA,1,0
"20090","iberia",NA,"Economy",10,5,5,5,5,NA,NA,5,1
"20091","indigo-airlines",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"20092","indigo-airlines",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"20093","icelandair",NA,"Business Class",9,NA,NA,NA,NA,NA,NA,4,1
"20094","indigo-airlines",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20095","icelandair",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20096","icelandair",NA,"Economy",2,NA,NA,NA,NA,NA,NA,1,0
"20097","iberia",NA,"Economy",10,4,5,3,0,NA,NA,5,1
"20098","iberia",NA,"Economy",1,1,3,1,1,NA,NA,1,0
"20099","indigo-airlines",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20100","icelandair",NA,"Economy",5,NA,NA,NA,NA,NA,NA,4,1
"20101","iberia",NA,"Economy",NA,2,1,1,0,NA,NA,0,0
"20102","indigo-airlines",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20103","indigo-airlines",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20104","icelandair",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"20105","icelandair",NA,"Economy",7,NA,NA,NA,NA,NA,NA,1,1
"20106","iberia",NA,"Economy",4,1,2,3,1,NA,NA,2,0
"20107","indigo-airlines",NA,"Economy",6,NA,NA,NA,NA,NA,NA,4,1
"20108","icelandair",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20109","icelandair",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20110","iberia",NA,"Economy",7,4,4,2,0,NA,NA,5,1
"20111","indigo-airlines",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20112","indigo-airlines",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20113","icelandair",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20114","iberia",NA,"Economy",3,2,3,3,1,NA,NA,3,0
"20115","iberia",NA,"Economy",8,4,4,4,5,NA,NA,4,1
"20116","indigo-airlines",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20117","icelandair",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20118","indigo-airlines",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20119","icelandair",NA,"Economy",2,NA,NA,NA,NA,NA,NA,1,0
"20120","icelandair",NA,"Economy",5,NA,NA,NA,NA,NA,NA,1,0
"20121","iberia",NA,"Economy",2,2,2,2,1,NA,NA,2,0
"20122","icelandair",NA,"Economy",6,NA,NA,NA,NA,NA,NA,4,1
"20123","iberia",NA,"Economy",2,2,2,1,1,NA,NA,2,0
"20124","icelandair",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20125","icelandair",NA,"Economy",1,NA,NA,NA,NA,NA,NA,1,0
"20126","iberia",NA,"Economy",6,3,3,3,0,NA,NA,3,1
"20127","iberia",NA,"Economy",9,5,5,3,0,NA,NA,4,1
"20128","icelandair",NA,"Economy",1,NA,NA,NA,NA,NA,NA,1,0
"20129","icelandair",NA,"Economy",2,NA,NA,NA,NA,NA,NA,1,0
"20130","iberia",NA,"Economy",NA,3,1,2,1,NA,NA,1,0
"20131","icelandair",NA,"Business Class",9,NA,NA,NA,NA,NA,NA,4,1
"20132","iberia",NA,"Business Class",NA,1,1,1,1,NA,NA,1,0
"20133","iberia",NA,"Business Class",2,3,1,1,2,NA,NA,1,0
"20134","icelandair",NA,"Economy",2,NA,NA,NA,NA,NA,NA,4,0
"20135","iberia",NA,"Business Class",4,2,1,2,2,NA,NA,2,0
"20136","icelandair",NA,"Economy",1,NA,NA,NA,NA,NA,NA,1,0
"20137","icelandair",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"20138","iberia",NA,"Economy",2,1,2,2,1,NA,NA,1,0
"20139","iberia",NA,"Economy",NA,2,1,1,1,NA,NA,1,0
"20140","icelandair",NA,"Business Class",2,NA,NA,NA,NA,NA,NA,1,0
"20141","icelandair",NA,"Economy",5,NA,NA,NA,NA,NA,NA,1,0
"20142","icelandair",NA,"Economy",3,NA,NA,NA,NA,NA,NA,1,0
"20143","iberia",NA,"Business Class",10,5,5,5,5,NA,NA,5,1
"20144","iberia",NA,"Economy",3,1,3,4,3,NA,NA,2,0
"20145","icelandair",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20146","iberia",NA,"Business Class",9,4,5,5,1,NA,NA,4,1
"20147","icelandair",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20148","icelandair",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20149","iberia",NA,"Business Class",NA,2,1,1,1,NA,NA,1,0
"20150","icelandair",NA,"Business Class",9,NA,NA,NA,NA,NA,NA,4,1
"20151","iberia",NA,"Economy",8,5,5,4,3,NA,NA,5,1
"20152","icelandair",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"20153","icelandair",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20154","iberia",NA,"Economy",NA,3,2,4,4,NA,NA,1,0
"20155","iberia",NA,"Economy",6,2,3,2,1,NA,NA,3,1
"20156","icelandair",NA,"Business Class",9,NA,NA,NA,NA,NA,NA,4,1
"20157","icelandair",NA,"Business Class",10,NA,NA,NA,NA,NA,NA,4,1
"20158","iberia",NA,"Business Class",6,4,2,3,4,NA,NA,3,0
"20159","insel-air",NA,"Economy",1,NA,NA,NA,NA,NA,NA,1,0
"20160","icelandair",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20161","iberia",NA,"Economy",NA,3,1,1,1,NA,NA,2,0
"20162","insel-air",NA,"Economy",1,NA,NA,NA,NA,NA,NA,1,0
"20163","icelandair",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20164","icelandair",NA,"Business Class",NA,NA,NA,NA,NA,NA,NA,1,0
"20165","iberia",NA,"Business Class",8,4,4,4,4,NA,NA,4,1
"20166","insel-air",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20167","insel-air",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20168","icelandair",NA,"Business Class",4,NA,NA,NA,NA,NA,NA,1,0
"20169","icelandair",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20170","iberia",NA,"Business Class",5,4,5,3,0,NA,NA,2,1
"20171","insel-air",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20172","icelandair",NA,"Business Class",8,NA,NA,NA,NA,NA,NA,4,1
"20173","iberia",NA,"Economy",5,4,2,2,1,NA,NA,4,1
"20174","insel-air",NA,"Economy",2,NA,NA,NA,NA,NA,NA,1,0
"20175","insel-air",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"20176","icelandair",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20177","icelandair",NA,"Economy",5,NA,NA,NA,NA,NA,NA,1,0
"20178","iberia",NA,"Business Class",7,5,5,2,3,NA,NA,4,1
"20179","iberia",NA,"Business Class",8,5,4,4,4,NA,NA,5,1
"20180","insel-air",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"20181","icelandair",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20182","interjet",NA,"Economy",8,4,5,5,3,NA,NA,5,1
"20183","iberia",NA,"Economy",6,2,4,3,0,NA,NA,3,1
"20184","insel-air",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"20185","insel-air",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20186","icelandair",NA,"Economy",1,NA,NA,NA,NA,NA,NA,1,0
"20187","icelandair",NA,"Business Class",NA,NA,NA,NA,NA,NA,NA,1,0
"20188","interjet",NA,"Economy",8,4,4,3,0,NA,NA,4,1
"20189","interjet",NA,"Economy",4,2,4,3,2,NA,NA,4,0
"20190","iberia",NA,"Economy",3,4,1,1,1,NA,NA,3,0
"20191","insel-air",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20192","icelandair",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20193","interjet",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20194","interjet",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20195","interjet",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20196","interjet",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0
"20197","iberia",NA,"Economy",6,4,4,2,1,NA,NA,4,1
"20198","iberia",NA,"Economy",8,1,3,1,1,NA,NA,5,1
"20199","insel-air",NA,"Economy",1,NA,NA,NA,NA,NA,NA,1,0
"20200","insel-air",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20201","icelandair",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20202","icelandair",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20203","interjet",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0
"20204","interjet",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"20205","interjet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20206","iberia",NA,"Economy",10,5,5,5,5,NA,NA,5,1
"20207","iberia",NA,"Economy",8,4,5,3,3,NA,NA,4,1
"20208","insel-air",NA,"Economy",3,NA,NA,NA,NA,NA,NA,1,0
"20209","insel-air",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20210","icelandair",NA,"Economy",5,NA,NA,NA,NA,NA,NA,1,0
"20211","iberia",NA,"Economy",5,4,2,3,2,NA,NA,3,1
"20212","insel-air",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20213","icelandair",NA,"Business Class",8,NA,NA,NA,NA,NA,NA,4,1
"20214","intersky",NA,"Economy",10,4,5,5,3,NA,NA,5,1
"20215","iberia",NA,"Economy",2,1,2,3,1,NA,NA,1,0
"20216","insel-air",NA,"Economy",5,NA,NA,NA,NA,NA,NA,1,0
"20217","insel-air",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20218","icelandair",NA,"Economy",8,NA,NA,NA,NA,NA,NA,1,1
"20219","icelandair",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20220","intersky",NA,"Economy",9,5,4,4,0,NA,NA,5,1
"20221","iberia",NA,"Economy",6,2,2,3,1,NA,NA,4,0
"20222","iberia",NA,"Business Class",7,3,5,4,2,NA,NA,4,1
"20223","insel-air",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20224","icelandair",NA,"Economy",1,NA,NA,NA,NA,NA,NA,1,0
"20225","intersky",NA,"Economy",9,5,5,4,1,NA,NA,4,1
"20226","iberia",NA,"Economy",NA,2,1,1,0,NA,NA,1,0
"20227","insel-air",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20228","insel-air",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20229","icelandair",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"20230","intersky",NA,"Economy",2,1,4,4,0,NA,NA,2,0
"20231","iberia",NA,"Economy",8,3,4,4,1,NA,NA,4,1
"20232","iberia",NA,"Business Class",9,5,5,4,0,NA,NA,3,1
"20233","insel-air",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20234","insel-air",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20235","icelandair",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20236","icelandair",NA,"Economy",2,NA,NA,NA,NA,NA,NA,1,0
"20237","intersky",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0
"20238","intersky",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0
"20239","iberia",NA,"Economy",NA,1,1,1,1,NA,NA,1,0
"20240","insel-air",NA,"Economy",4,NA,NA,NA,NA,NA,NA,1,1
"20241","icelandair",NA,"Business Class",8,NA,NA,NA,NA,NA,NA,4,1
"20242","iran-air",NA,"Economy",9,4,4,4,0,NA,NA,5,1
"20243","intersky",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"20244","iberia",NA,"Economy",NA,3,1,2,1,NA,NA,1,0
"20245","insel-air",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20246","insel-air",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20247","icelandair",NA,"Business Class",8,NA,NA,NA,NA,NA,NA,4,1
"20248","icelandair",NA,"Premium Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20249","iran-air",NA,"Economy",8,5,3,4,1,NA,NA,3,1
"20250","iberia",NA,"Business Class",8,4,3,5,4,NA,NA,4,1
"20251","insel-air",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20252","insel-air",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20253","icelandair",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20254","iran-air",NA,"Economy",8,4,4,5,2,NA,NA,4,1
"20255","iberia",NA,"Business Class",NA,0,1,0,0,NA,NA,1,0
"20256","iberia",NA,"Economy",NA,3,2,3,1,NA,NA,2,0
"20257","icelandair",NA,"Economy",2,NA,NA,NA,NA,NA,NA,1,0
"20258","icelandair",NA,"Economy",6,NA,NA,NA,NA,NA,NA,1,1
"20259","iran-air",NA,"Economy",5,3,4,3,1,NA,NA,3,1
"20260","iran-air",NA,"Economy",7,3,4,5,0,NA,NA,3,1
"20261","iberia",NA,"Business Class",8,3,4,4,0,NA,NA,3,1
"20262","icelandair",NA,"Business Class",NA,NA,NA,NA,NA,NA,NA,1,0
"20263","iran-air",NA,"Economy",8,4,4,4,0,NA,NA,5,1
"20264","iberia",NA,"Economy",7,4,3,3,2,NA,NA,4,1
"20265","iberia",NA,"Economy",NA,3,1,0,0,NA,NA,1,0
"20266","icelandair",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20267","icelandair",NA,"Economy",6,NA,NA,NA,NA,NA,NA,1,1
"20268","iran-aseman",NA,"Economy",9,4,4,5,0,NA,NA,5,1
"20269","iran-air",NA,"Economy",8,5,4,4,0,NA,NA,4,1
"20270","iberia",NA,"Economy",7,4,4,0,0,NA,NA,3,1
"20271","iberia",NA,"Economy",2,3,2,3,1,NA,NA,2,0
"20272","icelandair",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20273","iran-aseman",NA,"Economy",4,4,4,5,1,NA,NA,4,1
"20274","iran-air",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20275","iran-air",NA,"Economy",5,NA,NA,NA,NA,NA,NA,4,1
"20276","icelandair",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20277","icelandair",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20278","iran-aseman",NA,"Economy",3,4,2,4,0,NA,NA,2,0
"20279","iran-aseman",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20280","iran-air",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20281","iberia",NA,"Economy",5,3,3,0,0,NA,NA,1,0
"20282","icelandair",NA,"Business Class",7,NA,NA,NA,NA,NA,NA,4,1
"20283","iran-aseman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20284","iran-air",NA,"Economy",6,NA,NA,NA,NA,NA,NA,4,1
"20285","iran-air",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
"20286","iberia",NA,"Business Class",NA,2,1,2,0,NA,NA,1,0
"20287","icelandair",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20288","icelandair",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20289","iran-air",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0
"20290","iran-air",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0
"20291","iberia",NA,"Economy",2,3,2,4,1,NA,NA,3,0
"20292","iberia",NA,"Business Class",8,3,5,4,0,NA,NA,3,1
"20293","icelandair",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20294","island",NA,"Economy",1,1,1,1,1,NA,NA,1,0
"20295","iran-air",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"20296","iberia",NA,"Economy",10,3,5,4,5,NA,NA,5,1
"20297","icelandair",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20298","icelandair",NA,"Economy",6,NA,NA,NA,NA,NA,NA,4,1
"20299","island",NA,"Economy",10,0,0,0,0,NA,NA,0,1
"20300","iran-air",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
"20301","iran-air",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"20302","iberia",NA,"Economy",2,1,1,3,1,NA,NA,1,0
"20303","iberia",NA,"Economy",6,3,5,3,0,NA,NA,4,1
"20304","icelandair",NA,"Economy",2,NA,NA,NA,NA,NA,NA,1,0
"20305","island",NA,"Economy",NA,0,0,0,0,NA,NA,0,0
"20306","island",NA,"Economy",NA,0,0,0,0,NA,NA,0,0
"20307","iran-air",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
"20308","iran-air",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0
"20309","iberia",NA,"Economy",9,3,5,3,0,NA,NA,4,1
"20310","icelandair",NA,"Economy",1,NA,NA,NA,NA,NA,NA,1,0
"20311","island",NA,"Economy",1,1,1,1,1,NA,NA,1,0
"20312","iran-air",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0
"20313","iran-air",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0
"20314","iberia",NA,"Economy",NA,2,1,2,1,NA,NA,2,0
"20315","icelandair",NA,"Economy",9,NA,NA,NA,NA,NA,NA,4,1
"20316","island",NA,"Economy",1,3,3,1,1,NA,NA,1,0
"20317","island",NA,"Economy",NA,0,0,0,0,NA,NA,0,0
"20318","iran-air",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0
"20319","iran-air",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0
"20320","iberia",NA,"Business Class",8,4,4,4,4,NA,NA,4,1
"20321","israir-airlines",NA,"Economy",NA,0,0,0,0,NA,NA,0,0
"20322","island",NA,"Economy",NA,0,0,0,0,NA,NA,0,0
"20323","iran-air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20324","iberia",NA,"Economy",10,4,5,4,0,NA,NA,5,1
"20325","israir-airlines",NA,"Economy",NA,0,0,0,0,NA,NA,0,0
"20326","island",NA,"Economy",1,0,0,0,0,NA,NA,0,0
"20327","island",NA,"Economy",1,0,0,0,0,NA,NA,0,0
"20328","iran-air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20329","iran-air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20330","iberia",NA,"Economy",9,3,5,4,0,NA,NA,5,1
"20331","israir-airlines",NA,"Economy",9,5,5,3,3,NA,NA,5,1
"20332","island",NA,"Economy",NA,0,0,0,0,NA,NA,0,0
"20333","iran-air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20334","iran-air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20335","iberia",NA,"Economy",NA,1,1,1,1,NA,NA,1,0
"20336","israir-airlines",NA,"Economy",10,NA,NA,NA,NA,NA,NA,4,1
"20337","israir-airlines",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"20338","island",NA,"Economy",2,1,2,2,0,NA,NA,2,0
"20339","iran-air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20340","iran-air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20341","iberia",NA,"Business Class",10,5,5,5,3,NA,NA,5,1
"20342","israir-airlines",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
"20343","island",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20344","island",NA,"Economy",2,NA,NA,NA,NA,NA,NA,1,0
"20345","iran-air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20346","iran-air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20347","japan-airlines","Couple Leisure","Economy",5,1,5,3,2,5,1,2,0
"20348","iberia",NA,"Economy",10,5,5,5,4,NA,NA,5,1
"20349","iberia",NA,"Economy",10,5,5,5,0,NA,NA,5,1
"20350","israir-airlines",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
"20351","israir-airlines",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0
"20352","island",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20353","island",NA,"Economy",NA,NA,NA,NA,NA,NA,NA,1,0
"20354","iran-air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20355","japan-airlines","FamilyLeisure","Economy",4,2,3,1,3,5,NA,3,0
"20356","japan-airlines","Solo Leisure","Economy",8,5,5,5,3,4,4,4,1
"20357","iberia",NA,"Economy",10,4,3,3,2,NA,NA,3,1
"20358","israir-airlines",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
"20359","israir-airlines",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0
"20360","island",NA,"Economy",4,NA,NA,NA,NA,NA,NA,1,0
"20361","iran-air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20362","japan-airlines","Solo Leisure","Business Class",10,5,5,4,2,4,NA,5,1
"20363","japan-airlines","Couple Leisure","Economy",7,4,4,3,3,5,NA,3,1
"20364","iberia",NA,"Economy",6,4,3,5,1,NA,NA,4,1
"20365","iberia",NA,"Economy",2,2,3,1,0,NA,NA,2,0
"20366","israir-airlines",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
"20367","israir-airlines",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
"20368","island",NA,"Economy",1,NA,NA,NA,NA,NA,NA,1,0
"20369","island",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20370","iran-air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20371","iran-air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20372","japan-airlines","FamilyLeisure","Economy",8,5,4,3,4,3,NA,5,1
"20373","japan-airlines","FamilyLeisure","Economy",9,5,5,4,4,5,NA,5,1
"20374","iberia",NA,"Economy",8,5,4,4,1,NA,NA,5,1
"20375","israir-airlines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20376","island",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0
"20377","iran-air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20378","japan-airlines",NA,"Economy",5,4,5,3,2,NA,NA,4,1
"20379","jazeera-airways","FamilyLeisure","Economy",9,4,5,4,NA,4,NA,5,1
"20380","iberia",NA,"Business Class",2,3,1,1,1,NA,NA,1,0
"20381","israir-airlines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20382","island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20383","island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20384","japan-airlines",NA,"Business Class",5,2,3,1,2,NA,NA,2,0
"20385","jazeera-airways",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20386","jazeera-airways",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20387","iberia",NA,"Economy",3,3,3,2,0,NA,NA,3,0
"20388","japan-airlines",NA,"Economy",10,4,5,5,5,NA,NA,4,1
"20389","jazeera-airways",NA,"Economy",8,NA,NA,NA,NA,NA,NA,4,1
"20390","iberia",NA,"Business Class",8,5,4,4,3,NA,NA,4,1
"20391","japan-airlines",NA,"Economy",9,3,5,3,4,NA,NA,5,1
"20392","jazeera-airways",NA,"Economy",7,NA,NA,NA,NA,NA,NA,4,1
"20393","jazeera-airways",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0
"20394","iberia",NA,"Economy",8,2,4,0,0,NA,NA,3,1
"20395","iberia",NA,"Economy",2,3,3,1,0,NA,NA,2,0
"20396","japan-airlines",NA,"Economy",9,3,5,4,4,NA,NA,4,1
"20397","jazeera-airways",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0
"20398","iberia",NA,"Business Class",8,4,5,5,2,NA,NA,4,1
"20399","japan-airlines",NA,"Economy",8,3,5,5,5,NA,NA,4,1
"20400","jazeera-airways",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0
"20401","jazeera-airways",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0
"20402","iberia",NA,"Economy",5,1,4,0,0,NA,NA,2,0
"20403","jazz",NA,"Economy",8,2,5,4,0,NA,NA,4,0
"20404","japan-airlines",NA,"Economy",5,1,3,2,4,NA,NA,3,0
"20405","japan-airlines",NA,"Economy",2,2,2,4,2,NA,NA,2,0
